music,genre,rating,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
id_29824,"relaxing, Isochronic, zen, ambient, binucalor, chillout, classic, meditation",7,54,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988
id_17431,"relaxing, ambient, zen, greogrean_chant, chillout, meditation",5,67,0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27
id_76316,"ambient, Isochronic, greogrean_chant, nature, chillout, classic, meditation",8,62,0.478,0.366,0,-12.045,1,0.0376,0.4,0.0066,0.0984,0.291,121.683
id_70609,"relaxing, Isochronic, greogrean_chant, nature, chillout",3,74,0.497,0.97,10,-4.851,0,0.0836,9.04E-05,0.000674,0.101,0.689,138.081
id_7650,"relaxing, Isochronic, zen, greogrean_chant, nature, binucalor, chillout, meditation",9,44,0.74,0.606,1,-6.821,0,0.039,0.0497,0,0.186,0.493,95.024
id_39129,"relaxing, ambient, zen, chillout, classic, meditation",7,43,0.487,0.57,5,-9.199,1,0.0294,0.204,0.000115,0.152,0.864,150.184
id_10462,"Isochronic, zen, nature, binucalor, classic, meditation",5,32,0.41,0.823,9,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471
id_6115,"relaxing, ambient, greogrean_chant, binucalor, chillout, classic, meditation",7,23,0.566,0.686,9,-8.101,1,0.0403,9.78E-05,3.62E-05,0.372,0.738,120.952
id_87305,"Isochronic, zen, nature, chillout, classic, meditation",8,30,0.166,0.391,9,-12.97,0,0.0376,0.86,0.959,0.124,0.0398,128.072
id_61740,"Isochronic, zen, ambient, nature, binucalor, chillout, classic, meditation",2,36,0.685,0.669,1,-6.126,1,0.0355,0.729,8.81E-05,0.112,0.38,110.003
id_32603,"Isochronic, zen, ambient, greogrean_chant, nature, chillout, classic",3,23,0.378,0.724,1,-6.706,0,0.0499,3.23E-06,0.247,0.172,0.603,102.996
id_60783,"ambient, zen, binucalor, chillout, classic",7,41,0.687,0.63,2,-5.13,1,0.031,0.0576,0,0.257,0.548,115.986
id_27701,"relaxing, ambient, zen, greogrean_chant, nature, binucalor, classic",5,44,0.59,0.762,2,-5.559,1,0.0361,0.0503,0,0.317,0.662,95.017
id_62703,"ambient, zen, greogrean_chant, nature, chillout, classic",9,30,0.551,0.885,9,-6.242,1,0.0424,0.212,0.086,0.53,0.789,120.033
id_74624,"relaxing, ambient, binucalor",4,60,0.764,0.759,1,-5.443,0,0.0413,0.00903,0,0.0746,0.937,128.999
id_30599,"relaxing, Isochronic, ambient, nature, binucalor, chillout, classic",3,26,0.859,0.777,7,-7.737,1,0.357,0.314,0.823,0.315,0.378,79.975
id_10331,"Isochronic, zen, greogrean_chant, binucalor, chillout, classic, meditation",2,36,0.548,0.161,2,-14.991,1,0.0326,0.861,0.000243,0.102,0.309,80.069
id_85804,"zen, greogrean_chant, binucalor, chillout, classic",8,42,0.478,0.589,7,-4.124,1,0.03,0.121,0,0.423,0.372,180.041
id_78900,"relaxing, Isochronic, greogrean_chant, nature, classic",4,32,0.504,0.471,7,-8.188,1,0.0351,0.518,0.00248,0.226,0.398,131.806
id_85314,"ambient, Isochronic, nature, chillout, meditation",9,48,0.573,0.642,8,-7.239,1,0.0279,0.0734,0.0232,0.105,0.49,120.753
id_10422,"relaxing, Isochronic, greogrean_chant, binucalor, meditation",4,42,0.435,0.756,9,-4.275,0,0.0264,3.24E-05,0.788,0.208,0.346,85.524
id_9115,"relaxing, Isochronic, greogrean_chant, nature, chillout, classic",4,32,0.401,0.295,5,-10.624,0,0.0305,0.873,0.00096,0.0978,0.166,99.622
id_31941,"ambient, zen, binucalor, chillout, classic",4,68,0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726
id_69434,"relaxing, zen, greogrean_chant, nature, binucalor, chillout, classic",5,47,0.475,0.807,3,-3.959,0,0.0332,0.0136,6.74E-05,0.109,0.731,145.179
id_4723,"relaxing, ambient, Isochronic, greogrean_chant, classic, meditation",5,47,0.502,0.96,6,-4.523,1,0.143,0.288,0.000254,0.676,0.438,76.04
id_80393,"relaxing, greogrean_chant, nature, binucalor, chillout, classic",5,58,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08
id_5048,"relaxing, zen, greogrean_chant, binucalor, classic, meditation",1,38,0.492,0.553,9,-8.6,1,0.0397,0.406,0.000105,0.163,0.431,125.936
id_84714,"chillout, classic, binucalor, nature",7,42,0.837,0.646,5,-7.675,1,0.309,0.0851,0,0.251,0.492,115.041
id_6591,"Isochronic, zen, nature, chillout, classic, meditation",3,45,0.461,0.955,11,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073
id_53347,"ambient, zen, greogrean_chant, Isochronic",9,0,0.78,0.747,1,-9.192,1,0.0374,0.000376,0.921,0.0766,0.0558,127.951
id_97032,"ambient, Isochronic, chillout, classic, meditation",4,51,0.603,0.443,0,-7.73,1,0.0288,0.533,2.24E-06,0.097,0.421,134.891
id_91799,"relaxing, Isochronic, nature, binucalor, chillout, meditation",6,42,0.553,0.74,9,-5.54,1,0.0363,0.0987,0,0.134,0.656,115.957
id_32086,"relaxing, ambient, greogrean_chant, nature, chillout, classic, meditation",9,25,0.772,0.435,10,-12.612,1,0.088,0.0333,0,0.514,0.92,112.264
id_28759,"ambient, zen, Isochronic, greogrean_chant, classic, meditation",2,40,0.565,0.769,6,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069
id_77199,"relaxing, ambient, zen, Isochronic",6,46,0.61,0.895,10,-7.029,1,0.0289,0.0118,3.00E-05,0.048,0.933,141.364
id_68283,"Isochronic, zen, ambient, greogrean_chant, nature, chillout",4,45,0.424,0.83,9,-5.298,1,0.028,0.000307,0.000717,0.36,0.544,101.596
id_59692,"chillout, ambient, nature, Isochronic",1,58,0.457,0.804,6,-4.756,0,0.0362,0.000206,0,0.197,0.523,155.022
id_42115,"Isochronic, zen, greogrean_chant, nature, chillout",3,36,0.803,0.51,10,-4.352,1,0.12,0.239,0.000923,0.113,0.512,173.985
id_95134,"relaxing, Isochronic, ambient, binucalor, chillout, classic, meditation",1,50,0.536,0.808,8,-13.407,1,0.0439,0.0579,0.894,0.117,0.678,122.408
id_93955,"relaxing, Isochronic, zen, ambient, greogrean_chant, binucalor, chillout",5,33,0.65,0.6,9,-10.615,0,0.04,0.0278,0.00121,0.811,0.795,110.016
id_6320,"greogrean_chant, binucalor, chillout, classic, meditation",9,46,0.687,0.541,9,-4.18,0,0.236,0.091,0,0.313,0.376,130.181
id_61904,"ambient, zen, greogrean_chant, nature, classic, meditation",7,53,0.391,0.958,10,-5.494,1,0.0832,0.000181,0.000899,0.122,0.326,89.88
id_56069,"relaxing, ambient, greogrean_chant, nature, chillout, meditation",6,37,0.499,0.491,0,-7.326,0,0.0292,0.0311,2.01E-06,0.134,0.431,80.062
id_42636,"Isochronic, ambient, greogrean_chant, binucalor, chillout",7,53,0.685,0.645,0,-6.73,1,0.0256,0.182,0.00532,0.138,0.461,119.936
id_39682,"ambient, zen, nature, chillout, meditation",9,14,0.421,0.491,0,-9.252,1,0.0295,0.182,0,0.195,0.731,147.726
id_37127,"relaxing, ambient, zen, Isochronic, greogrean_chant, nature, chillout",4,25,0.491,0.817,0,-9.656,1,0.0644,0.129,0.0479,0.275,0.895,156.248
id_75624,"nature, zen, binucalor, greogrean_chant",3,26,0.623,0.852,6,-8.573,0,0.0446,0.0241,0.795,0.297,0.341,128.984
id_52683,"relaxing, ambient, Isochronic, binucalor, chillout, classic",1,43,0.519,0.771,7,-4.874,1,0.0344,0.00048,0.359,0.079,0.597,150.938
id_18888,"relaxing, ambient, Isochronic, binucalor, classic",4,51,0.481,0.956,1,-4.557,0,0.0394,0.00465,8.48E-06,0.285,0.57,160.015
id_47128,"classic, nature, Isochronic, greogrean_chant",2,37,0.385,0.694,0,-6.629,1,0.0562,0.0704,2.50E-05,0.147,0.582,169.852
id_81549,"Isochronic, ambient, zen, greogrean_chant, nature, binucalor, meditation",4,56,0.409,0.717,6,-7.75,1,0.0395,0.000578,0.0632,0.0827,0.311,169.212
id_65875,"Isochronic, zen, greogrean_chant, nature, classic, meditation",4,55,0.39,0.972,9,-5.023,1,0.0744,0.000287,2.32E-05,0.348,0.592,177
id_66401,"relaxing, ambient, zen, Isochronic, chillout, classic",5,49,0.471,0.888,8,-3.724,1,0.0727,0.0306,0,0.0892,0.46,160.004
id_98574,"ambient, zen, Isochronic, nature, binucalor, chillout, meditation",7,63,0.315,0.826,7,-4.314,0,0.0636,0.00064,0.000687,0.0703,0.359,139.161
id_68190,"relaxing, classic, meditation, binucalor",1,55,0.163,0.191,10,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104
id_534,"relaxing, ambient, Isochronic, greogrean_chant, binucalor, meditation",5,57,0.369,0.996,10,-1.531,0,0.0931,3.83E-05,0.14,0.249,0.209,98.162
id_98501,"relaxing, Isochronic, ambient, greogrean_chant, binucalor, chillout",3,39,0.663,0.699,2,-9.659,1,0.0313,0.485,0,0.0994,0.965,132.817
id_10114,"zen, greogrean_chant, nature, chillout, meditation",1,39,0.574,0.857,7,-6.973,1,0.0359,0.0268,0.476,0.0786,0.145,132.999
id_46582,"relaxing, Isochronic, zen, ambient, greogrean_chant, nature, classic",5,0,0.757,0.706,11,-4.744,0,0.0462,0.0326,0.0497,0.0552,0.962,129.993
id_44043,"relaxing, ambient, Isochronic, nature, classic, meditation",5,46,0.545,0.651,11,-5.966,0,0.044,0.000792,1.43E-05,0.484,0.502,99.926
id_38297,"ambient, greogrean_chant, binucalor, classic, meditation",7,33,0.413,0.44,4,-9.951,1,0.0299,0.0663,0.0565,0.126,0.271,140.482
id_46197,"Isochronic, greogrean_chant, binucalor, chillout, meditation",5,44,0.509,0.933,4,-5.633,0,0.099,0.00203,0.000138,0.196,0.374,130.005
id_22586,"relaxing, ambient, greogrean_chant, binucalor, classic, meditation",2,54,0.747,0.875,1,-5.635,1,0.0282,0.00733,1.10E-06,0.184,0.913,115.967
id_52292,"ambient, Isochronic, chillout, classic, meditation",2,85,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
id_2525,"ambient, greogrean_chant, nature, binucalor, chillout, classic",9,53,0.589,0.382,6,-9.56,0,0.0283,0.567,0.000203,0.0884,0.209,77.996
id_78978,"relaxing, ambient, zen, greogrean_chant, nature, chillout, classic, meditation",2,41,0.632,0.601,7,-7.742,0,0.0354,0.448,0.569,0.125,0.24,117.01
id_25943,"relaxing, Isochronic, ambient, greogrean_chant, nature, chillout, meditation",2,61,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84E-06,0.216,0.953,146.469
id_37678,"relaxing, Isochronic, greogrean_chant, nature, chillout, classic, meditation",7,63,0.494,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543
id_9315,"Isochronic, greogrean_chant, binucalor, chillout, classic",2,37,0.616,0.605,11,-6.108,1,0.0385,0.0912,0,0.256,0.718,138.023
id_56241,"ambient, Isochronic, nature, binucalor, meditation",1,41,0.654,0.784,9,-4.906,1,0.0418,0.000314,2.20E-06,0.0775,0.545,116.996
id_20314,"relaxing, ambient, zen, Isochronic, chillout, meditation",6,39,0.417,0.586,2,-12.217,1,0.04,0.000358,0.0457,0.0957,0.966,183.704
id_228,"Isochronic, zen, nature, chillout, classic, meditation",9,51,0.236,0.582,1,-7.592,0,0.0348,0.0584,0.00277,0.34,0.265,67.131
id_81544,"ambient, zen, Isochronic, greogrean_chant, meditation",8,62,0.603,0.483,0,-7.898,1,0.03,0.599,0.000751,0.0886,0.415,89.386
id_71479,"zen, greogrean_chant, chillout, classic, meditation",4,56,0.344,0.925,2,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395
id_65749,"Isochronic, ambient, nature, binucalor, chillout, classic, meditation",3,55,0.377,0.991,4,-1.205,0,0.0932,0.00081,4.84E-06,0.298,0.258,122.147
id_25532,"relaxing, ambient, Isochronic, greogrean_chant, nature, binucalor",7,47,0.646,0.669,6,-7.31,0,0.0275,0.0148,0.000115,0.373,0.484,114.999
id_68968,"relaxing, Isochronic, zen, ambient, greogrean_chant, classic, meditation",8,51,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277
id_48819,"ambient, zen, greogrean_chant, nature, chillout, meditation",6,34,0.645,0.91,0,-5.78,0,0.0334,0.183,0.000146,0.063,0.958,151.785
id_37220,"relaxing, ambient, greogrean_chant, nature, binucalor, chillout, classic",1,73,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118
id_4648,"relaxing, ambient, Isochronic, zen, greogrean_chant, nature, classic",1,26,0.66,0.578,7,-5.27,1,0.0301,0.0248,0.00204,0.119,0.587,110.976
id_79739,"relaxing, ambient, zen, Isochronic, chillout, classic, meditation",3,43,0.664,0.947,1,-4.436,1,0.0732,0.0274,0.00953,0.135,0.744,129.998
id_14833,"relaxing, ambient, zen, greogrean_chant, binucalor, meditation",8,40,0.152,0.0625,5,-23.396,1,0.0358,0.619,0.904,0.0802,0.0355,85.971
id_43872,"relaxing, Isochronic, binucalor, classic, meditation",4,51,0.0761,0.136,7,-23.502,1,0.0444,0.574,0.68,0.109,0.0381,81.738
id_98037,"Isochronic, zen, nature, chillout, meditation",3,53,0.544,0.574,0,-8.363,0,0.0299,0.0217,0.000155,0.214,0.0902,100.059
id_80188,"ambient, Isochronic, greogrean_chant, nature, classic",9,49,0.542,0.923,4,-5.005,0,0.0975,0.011,0.00054,0.0707,0.724,172.977
id_35986,"relaxing, ambient, greogrean_chant, nature, binucalor",3,51,0.81,0.425,6,-14.68,0,0.0686,0.638,0.802,0.104,0.542,104.953
id_32933,"classic, meditation, binucalor, nature",1,49,0.184,0.207,2,-17.119,1,0.033,0.94,0.931,0.0772,0.089,79.979
id_93702,"ambient, zen, nature, binucalor, meditation",3,19,0.45,0.992,10,-6.055,0,0.116,0.000253,0.916,0.475,0.848,147.941
id_574,"relaxing, Isochronic, ambient, binucalor, classic, meditation",4,44,0.681,0.499,7,-6.894,1,0.034,0.0589,6.39E-06,0.0743,0.841,123.458
id_96692,"ambient, zen, binucalor, classic, meditation",3,29,0.703,0.523,4,-18.168,0,0.0838,0.0541,0.829,0.0698,0.916,170.042
id_7746,"ambient, zen, nature, binucalor, chillout, classic",5,35,0.431,0.782,1,-4.831,1,0.0374,0.00495,0.000259,0.131,0.384,160.872
id_65661,"ambient, Isochronic, zen, greogrean_chant, binucalor, classic",8,60,0.457,0.93,2,-4.544,0,0.0673,0.0309,6.27E-05,0.135,0.294,139.819
id_89007,"relaxing, Isochronic, ambient, greogrean_chant, nature, binucalor, meditation",3,27,0.704,0.663,9,-7.637,0,0.0504,0.0395,0.868,0.0871,0.318,123.994
id_30566,"nature, binucalor, classic, greogrean_chant",2,43,0.565,0.468,8,-8.959,0,0.047,0.794,0.905,0.216,0.079,155.006
id_53018,"relaxing, Isochronic, zen, greogrean_chant, chillout, meditation",1,38,0.812,0.725,8,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038
id_73671,"relaxing, ambient, zen, chillout, classic",3,79,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152
id_92427,"relaxing, Isochronic, zen, greogrean_chant, binucalor",9,33,0.551,0.831,9,-5.922,1,0.141,0.064,0.0798,0.323,0.619,176.091
id_62340,"ambient, zen, Isochronic, greogrean_chant, classic",3,65,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193
id_9821,"zen, greogrean_chant, nature, binucalor, classic, meditation",7,32,0.18,0.198,2,-16.515,1,0.0402,0.297,0.847,0.125,0.0796,65.585
id_35816,"chillout, meditation, greogrean_chant",2,75,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32E-05,0.172,0.324,74.807
id_11927,"ambient, Isochronic, zen, nature, binucalor, classic",8,43,0.462,0.753,1,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44
id_68763,"relaxing, Isochronic, ambient, greogrean_chant, binucalor, chillout, classic",5,48,0.712,0.354,1,-7.814,0,0.0309,0.386,1.14E-05,0.116,0.528,133.969
id_56195,"relaxing, ambient, zen, Isochronic, binucalor, classic",8,41,0.388,0.449,1,-9.114,1,0.236,0.668,0,0.214,0.262,180.181
id_12441,"ambient, Isochronic, greogrean_chant, nature, chillout",7,64,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083
id_18965,"Isochronic, nature, chillout, classic, meditation",8,48,0.679,0.401,2,-13.766,1,0.0275,0.348,0.000534,0.303,0.448,117.993
id_85760,"ambient, zen, greogrean_chant, binucalor, chillout, classic",7,34,0.338,0.794,0,-7.015,0,0.0432,0.0181,0.482,0.192,0.879,168.48
id_36072,"relaxing, ambient, zen, classic, meditation",2,55,0.311,0.632,7,-6.852,1,0.0878,0.0206,0.000429,0.0714,0.467,90.713
id_64152,"Isochronic, zen, greogrean_chant, chillout, meditation",3,70,0.726,0.537,0,-8.896,1,0.113,0.316,0,0.0707,0.887,96.91
id_40049,"relaxing, ambient, greogrean_chant, chillout, classic, meditation",9,38,0.198,0.964,0,-3.874,1,0.21,0.000245,0.00321,0.172,0.191,163.424
id_48687,"ambient, zen, greogrean_chant, chillout, classic, meditation",6,65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38E-06,0.25,0.713,141.955
id_43381,"relaxing, ambient, Isochronic, greogrean_chant, classic",7,39,0.833,0.6,1,-8.478,0,0.274,0.202,0.00137,0.0654,0.234,107.142
id_88300,"Isochronic, binucalor, ambient, greogrean_chant",6,45,0.6,0.613,10,-10.711,1,0.0258,0.0104,0.0142,0.217,0.558,129.995
id_58883,"Isochronic, zen, greogrean_chant, nature, classic",7,24,0.293,0.667,9,-5.707,1,0.0692,1.12E-05,0.0306,0.111,0.306,117.921
id_98174,"ambient, zen, greogrean_chant, binucalor, chillout, classic",7,53,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94E-05,0.116,0.296,94.82
id_10832,"ambient, Isochronic, classic, greogrean_chant",1,25,0.501,0.818,0,-4.631,1,0.0317,0.00203,0.000957,0.0877,0.338,92.01
id_68131,"zen, greogrean_chant, nature, binucalor, classic, meditation",5,66,0.446,0.778,7,-4.774,1,0.173,0.000201,0.662,0.0492,0.683,94.508
id_24900,"relaxing, ambient, Isochronic, zen, chillout, classic, meditation",9,47,0.537,0.376,2,-14.131,0,0.0318,0.96,0.907,0.0607,0.234,160.002
id_82943,"relaxing, ambient, zen, greogrean_chant, chillout",8,51,0.325,0.838,1,-6.501,0,0.144,0.0327,0.00042,0.126,0.449,156.507
id_15183,"ambient, greogrean_chant, nature, binucalor, classic",6,58,0.517,0.432,5,-9.956,1,0.0293,0.449,0.000798,0.362,0.539,171.175
id_75515,"ambient, zen, Isochronic, greogrean_chant, binucalor, chillout, classic",9,37,0.782,0.706,7,-7.509,0,0.301,0.317,5.96E-06,0.152,0.815,140.015
id_16651,"relaxing, ambient, nature, binucalor, chillout, classic, meditation",6,6,0.477,0.615,11,-14.173,0,0.0549,0.00369,0.239,0.519,0.393,130.716
id_32002,"relaxing, Isochronic, zen, nature, chillout, classic, meditation",8,47,0.72,0.747,7,-4.413,1,0.0313,0.204,2.55E-05,0.139,0.919,145.047
id_50037,"ambient, Isochronic, nature, chillout, classic, meditation",4,75,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009
id_3414,"relaxing, zen, nature, binucalor, meditation",4,24,0.267,0.734,2,-7.999,1,0.0727,0.00186,0.0534,0.116,0.307,207.72
id_83658,"ambient, Isochronic, greogrean_chant, binucalor, classic",6,41,0.745,0.572,11,-7.57,0,0.0657,0.00578,0.857,0.667,0.58,126.04
id_7970,"ambient, Isochronic, greogrean_chant, nature, chillout, classic",6,49,0.513,0.64,5,-10.156,0,0.0295,0.000133,0.728,0.158,0.366,87.984
id_88184,"Isochronic, zen, ambient, greogrean_chant, binucalor, chillout",7,48,0.345,0.0562,5,-24.913,0,0.0458,0.979,0.911,0.108,0.0503,86.078
id_48868,"Isochronic, zen, greogrean_chant, nature, chillout, classic, meditation",4,0,0.668,0.645,1,-5.986,0,0.0483,0.0131,1.65E-05,0.138,0.424,155.013
id_12909,"relaxing, Isochronic, nature, binucalor, classic",1,48,0.678,0.702,0,-5.448,1,0.0258,0.034,0.00147,0.0787,0.613,106.028
id_88146,"Isochronic, zen, nature, binucalor, classic, meditation",6,60,0.479,0.442,6,-8.764,1,0.124,0.858,0,0.229,0.277,99.406
id_24117,"relaxing, ambient, Isochronic, binucalor, meditation",7,51,0.463,0.926,7,-3.204,1,0.122,0.0555,0,0.478,0.437,91.197
id_34371,"Isochronic, nature, binucalor, classic, meditation",2,26,0.681,0.436,7,-10.668,1,0.0996,0.17,0.00289,0.0729,0.583,90.191
id_16997,"Isochronic, zen, ambient, nature, chillout, classic",3,67,0.738,0.607,8,-3.933,0,0.0845,0.00743,0.315,0.0701,0.779,131.983
id_38887,"greogrean_chant, nature, binucalor, chillout, classic, meditation",4,28,0.595,0.424,11,-8.736,0,0.0458,0.77,0.85,0.124,0.0911,113.305
id_14187,"Isochronic, zen, ambient, greogrean_chant, nature, binucalor, meditation",8,44,0.578,0.374,8,-9.501,1,0.0279,0.281,0.126,0.114,0.449,175.867
id_2761,"relaxing, Isochronic, zen, greogrean_chant, nature, binucalor",2,52,0.804,0.591,11,-11.184,0,0.0797,0.198,0.00179,0.0597,0.762,118.015
id_79109,"ambient, Isochronic, zen, nature, classic, meditation",1,32,0.413,0.69,10,-6.868,1,0.0299,0.212,0.0241,0.314,0.483,95.26
id_80994,"relaxing, Isochronic, zen, nature, chillout, classic, meditation",6,31,0.422,0.809,11,-6.389,0,0.0438,0.000118,0.902,0.149,0.728,174.92
id_65087,"zen, greogrean_chant, nature, binucalor, chillout, classic, meditation",4,64,0.686,0.751,10,-5.747,0,0.0604,0.00604,0.000849,0.0979,0.851,100.222
id_12466,"ambient, greogrean_chant, chillout, classic, meditation",9,60,0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83
id_67759,"relaxing, Isochronic, zen, greogrean_chant, binucalor, chillout",9,59,0.669,0.819,0,-4.716,1,0.0363,0.11,0,0.212,0.762,105.055
id_368,"relaxing, ambient, zen, chillout, classic, meditation",5,38,0.731,0.602,8,-12.526,1,0.0526,0.496,0.584,0.0916,0.194,128.065
id_67302,"relaxing, Isochronic, greogrean_chant, nature, binucalor, meditation",9,44,0.392,0.849,11,-4.609,1,0.049,0.00404,0,0.0869,0.416,166.245
id_63731,"relaxing, ambient, zen, nature, chillout, meditation",2,73,0.611,0.643,5,-7.372,1,0.037,0.117,0.00101,0.131,0.258,74.991
id_42766,"zen, greogrean_chant, chillout, classic, meditation",1,35,0.513,0.238,0,-11.738,1,0.142,0.854,0.000123,0.128,0.0788,119.009
id_18164,"zen, greogrean_chant, chillout, classic, meditation",6,46,0.735,0.798,9,-3.829,0,0.0578,0.00697,0.00968,0.194,0.501,115.98
id_49300,"ambient, zen, Isochronic, nature, binucalor, chillout, meditation",7,54,0.49,0.963,1,-3.755,0,0.148,0.00052,0.00281,0.055,0.317,152.029
id_17357,"relaxing, ambient, zen, greogrean_chant, nature",1,68,0.472,0.811,8,-5.121,1,0.0612,0.000839,0.000143,0.373,0.637,164.991
id_41965,"Isochronic, zen, greogrean_chant, binucalor, chillout, classic, meditation",2,36,0.42,0.573,8,-10.353,0,0.332,0.54,0.0283,0.0911,0.236,138.003
id_74375,"ambient, greogrean_chant, nature, binucalor, chillout, meditation",7,54,0.349,0.923,6,-2.432,0,0.0539,1.95E-05,0.111,0.336,0.535,149.904
id_26022,"ambient, greogrean_chant, nature, binucalor, classic, meditation",8,40,0.676,0.674,7,-5.301,0,0.0582,0.107,0,0.153,0.462,103.951
id_98546,"ambient, zen, Isochronic, greogrean_chant, nature",5,0,0.688,0.779,5,-5.988,1,0.0406,0.0221,0,0.08,0.505,133.97
id_70972,"ambient, greogrean_chant, nature, binucalor, chillout, meditation",3,23,0.332,0.943,9,-7.401,1,0.0794,0.00198,0.561,0.381,0.125,78.566
